"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"CIGNA Healthcare of St. Louis, Inc.","Cigna","$149,084","$0","$149,084","2006","20061103","consumer-protection-related offenses","insurance violation","","","state","agency action","Missouri Department of Insurance","civil","","","","","","Missouri","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://insurance.mo.gov/Contribute%20Documents/D1001001_stipulation.pdf",""
"CIGNA Healthcare of Ohio, Inc.","Cigna","$14,591","$0","$14,591","2008","20080425","consumer-protection-related offenses","insurance violation","","","state","agency action","Missouri Department of Insurance","civil","","","","","","Missouri","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://insurance.mo.gov/Contribute%20Documents/Cigna_Stip.pdf",""
"Cigna Healthcare of St. Louis","Cigna","$94,800","$0","$94,800","2015","20150616","consumer-protection-related offenses","insurance violation","","","state","agency action","Missouri Department of Insurance","civil","","","","","","Missouri","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://insurance.mo.gov/Contribute%20Documents/CIGNAHealthcareofSTLOhioKansasMO.pdf",""
"Cigna Healthcare of St. Louis","Cigna","$46,000","$0","$46,000","2015","20150616","consumer-protection-related offenses","insurance violation","","","state","agency action","Missouri Department of Insurance","civil","","","","","","Missouri","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://insurance.mo.gov/Contribute%20Documents/CIGNAHealthcareofSTL.pdf",""
"The Life Insurance Company of North America","Cigna","$12,500","$0","$12,500","2012","20121023","consumer-protection-related offenses","insurance violation","","","state","agency action","Montana Commissioner of Securities & Insurance","civil","","","","","","Montana","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://csimt.gov/wp-content/uploads/INS-2009-70-CAFORLICNA.pdf",""
"CIGNA Healthcare of North Carolina, Inc","Cigna","$600,000","$0","$600,000","2011","20110325","consumer-protection-related offenses","insurance violation","","","state","agency action","North Carolina Department of Insurance","civil","","","","","","North Carolina","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","INSURANCE COMMISSIONER GOODWIN FINES CIGNA HEALTHCARE OF NORTH CAROLINA $600,000, US State News, March 25, 2011 (via Nexis).",""
"Cigna HealthCare of New Hampshire Inc.","Cigna","$25,000","$0","$25,000","2005","20050302","consumer-protection-related offenses","insurance violation","","","state","agency action","New Hampshire Insurance Department","civil","","","","","","New Hampshire","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","Cigna overcharges draw fine, Union-Leader, March 2, 2005 (via Nexis).",""
"Medco Health Solutions Inc.","Cigna","$12,500","$0","$12,500","2007","20070419","consumer-protection-related offenses","insurance violation","","","state","agency action","New Hampshire Insurance Department","civil","","","","","","New Hampshire","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.nh.gov/insurance/legal/enforcement/documents/07-008-ep.pdf",""
"Cigna HealthCare of New Hampshire Inc.","Cigna","$35,000","$0","$35,000","2007","20070430","consumer-protection-related offenses","insurance violation","","","state","agency action","New Hampshire Insurance Department","civil","","","","","","New Hampshire","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.nh.gov/insurance/legal/enforcement/documents/07-007-ep.pdf",""
"CIGNA HealthCare of New Jersey","Cigna","$2,123,000","$0","$2,123,000","2007","20070425","consumer-protection-related offenses","insurance violation","","Order Directing Remediation and Assessing Penalties #A07-34, April 25, 2007; CIGNA began to nonrenew optional benefit riders regarding small employer plans starting July 1, 2006 but the notices issued to employers differed from the specimen notice approved by the Department; CGLI and CIGNA provided small employer groups that were affected by the rider withdrawal with information encouraging them to select a CGLI PPO plan but failed to disclose the availability of a CIGNA HMO or HMO POS plan and did not explain the significant differences in benefits between the standard small employer HMO and HMO POS plans that were issued by CIGNA and the small employer PPO plans offered by CGLI; CGLI was required to make its PPO plan available without restrictive riders but failed to do so in many cases; CIGNA had 1,332 small employer HMO and HMO POS contracts in force as of June 30, 2006, which employers were advised that they only had the option to renew into CGLI, and in addition, as of March 26, 2007, CGLI offered and issued CGLI PPO plans containing restrictive riders to approximately 791 new small employer groups.  Order #A07-34 requests remedial relief to restore coverages and benefits to approximately the degree that would have likely existed had CIGNA and CGLI properly made available to employers required options and plan choices.","state","agency action","New Jersey Department of Banking & Insurance","civil","","","","","","New Jersey","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.state.nj.us/dobi/division_insurance/insfines07.htm",""
"CIGNA Healthcare of New Jersey, Inc.","Cigna","$1,000,000","$0","$1,000,000","2009","20090305","consumer-protection-related offenses","insurance violation","","Insurers withdraw their contest to Order #A07-34, imposing sanctions in connection with practices regarding nonrenewal of optional benefit riders for certain small employer plans and offers to obtain new coverage.  Remediation was made to affected small employer members.","state","agency action","New Jersey Department of Banking & Insurance","civil","","","","","","New Jersey","Jersey City","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.state.nj.us/dobi/division_insurance/insfines09.htm",""
"CIGNA HealthCare of New Jersey, Inc.","Cigna","$75,000","$0","$75,000","2010","20100319","consumer-protection-related offenses","insurance violation","","","state","agency action","New Jersey Department of Banking & Insurance","civil","","","","","","New Jersey","Jersey City","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.state.nj.us/dobi/division_insurance/insfines10.htm",""
"CIGNA Health and Life Insurance Company","Cigna","$500,000","$0","$500,000","2014","20140423","consumer-protection-related offenses","insurance violation","","Respondents incorrectly processed claims for emergency services rendered by out-of-network providers and claims for services rendered by out-of-network providers during hospitalization at network hospitals.","state","agency action","New Jersey Department of Banking & Insurance","civil","","","","","","New Jersey","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.state.nj.us/dobi/division_insurance/insfines14.htm",""
"Cigna Health and Life Insurance Company","Cigna","$2,000,000","$0","$2,000,000","2017","20171114","consumer-protection-related offenses","insurance violation","","The Department of Financial Services fined Cigna Health and Life Insurance Company $2 million for violations of New York State Insurance Law involving the illegal sale of stop-loss insurance and unapproved health insurance policies that would otherwise have been part of New York's small-group market.","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.dfs.ny.gov/reports_and_publications/press_releases/pr1711141",""
"CIGNA Health and Life Insurance Company","Cigna","$13,000","$0","$13,000","2018","20181031","consumer-protection-related offenses","insurance violation","","","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.dfs.ny.gov/system/files/documents/2019/01/da20190104.pdf",""
"Life Insurance Company of North America","Cigna","$10,000","$0","$10,000","2017","20170824","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/enf-orders-2017/LICNA%20Consent%20Order%20with%20SSIG.pdf",""
"Life Insurance Company of North America","Cigna","$50,000","$0","$50,000","2019","20190124","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/enf-orders-2019/LICNA-20190124-ins-18-0115.pdf",""
"Cigna Healthcare of Pennsylvania","Cigna","$10,000","$0","$10,000","2006","20060929","consumer-protection-related offenses","insurance violation","","","state","agency action","Pennsylvania Insurance Department","civil","","","","","","Pennsylvania","Wayne","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.insurance.pa.gov/Regulations/Regulatory%20Actions/Documents/Archived%20Enforcement%20Actions/A-C/Cigna_Healthcare_092906.pdf",""
"Cigna Insurance Service Company","Cigna","$6,000","$0","$6,000","2006","20060623","consumer-protection-related offenses","insurance violation","","","state","agency action","South Carolina Department of Insurance","civil","","","","","","South Carolina","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://doi.sc.gov/DocumentCenter/View/4553/Cigna-Insurance-Services-Company",""
"Express Scripts Administrators LLC","Cigna","$125,000","$0","$125,000","2015","20150427","consumer-protection-related offenses","insurance violation","","","state","agency action","South Dakota Division of Insurance","civil","","","","","","South Dakota","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://dlr.sd.gov/insurance/admin_actions/documents/2015/express_scripts_administrators_llc_dba_express_scripts.pdf",""
"Express Scripts Administrators LLC","Cigna","$25,000","$0","$25,000","2017","20170803","consumer-protection-related offenses","insurance violation","","","state","agency action","Tennessee Department of Commerce & Insurance","civil","","","","","","Tennessee","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tn.gov/content/dam/tn/commerce/documents/insurance/companyactions/Express_Scripts_Order_August_3,_2017.pdf",""
"Sterling Life Insurance Company","Cigna","$30,000","$0","$30,000","2015","20150616","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20154016.pdf",""
"Cigna Healthcare of Texas, Inc.","Cigna","$75,000","$0","$75,000","2016","20160708","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","Plano","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20164568.pdf",""
"Cigna Healthcare of Texas, Inc.","Cigna","$75,000","$0","$75,000","2016","20161216","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","Plano","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20164855.pdf",""
"Cigna Healthcare of Texas, Inc.","Cigna","$40,000","$0","$40,000","2017","20170406","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","Plano","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20175028.pdf",""
"Express Scripts Utilization Management Company","Cigna","$200,000","$0","$200,000","2018","20180103","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20185330.pdf",""
"Cigna Health and Life Insurance Company","Cigna","$40,000","$0","$40,000","2018","20180716","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20185578.pdf",""
"Cigna HealthCare of Texas, Inc.","Cigna","$200,000","$0","$200,000","2020","20200331","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20206304.pdf",""
"CIGNA HEALTHCARE OF VA INC","Cigna","$70,000","$0","$70,000","2000","20001229","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2000-00314","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch#/caseDetails/112182",""
"CIGNA DENTAL HEALTH VIRGINIA","Cigna","$30,000","$0","$30,000","2003","20030313","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00033","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/lx501!.PDF",""
"CIGNA HEALTHCARE OF VIRGINIA","Cigna","$31,000","$0","$31,000","2003","20030409","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00044","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/mvm01!.PDF",""
"CONNECTICUT GENERAL LIFE","Cigna","$21,000","$0","$21,000","2004","20040206","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00156","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/w2t01!.PDF",""
"CONNECTICUT GENERAL LIFE","Cigna","$15,000","$0","$15,000","2004","20040211","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00114","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/w8n01!.PDF",""
"CIGNA HEALTHCARE MID-ATLANTIC","Cigna","$125,000","$0","$125,000","2004","20040325","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00160","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/x6%2301!.PDF",""
"CIGNA HEALTHCARE OF VIRGINIA","Cigna","$90,000","$0","$90,000","2005","20050914","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2005-00147","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/181j01!.PDF",""
"CONNECTICUT GENERAL LIFE INSURANCE","Cigna","$58,000","$0","$58,000","2007","20070404","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2007-00078","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1h%40401!.PDF",""
"CIGNA HEALTHCARE OF VIRGINIA","Cigna","$28,000","$0","$28,000","2008","20080605","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2008-00087","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1py%2501!.PDF",""
"CIGNA HEALTHCARE MID-ATLANTIC","Cigna","$16,900","$0","$16,900","2008","20080815","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2008-00114","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1rjz01!.PDF",""
"CONNECTICUT GENERAL LIFE INSURANCE","Cigna","$11,025","$0","$11,025","2008","20080815","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2008-00115","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1rjv01!.PDF",""
"CIGNA DENTAL HEALTH OF VA INC","Cigna","$54,000","$0","$54,000","2009","20090128","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2008-00266","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1%25jj01!.PDF",""
"CIGNA HEALTHCARE MID-ATLANTIC","Cigna","$40,000","$0","$40,000","2010","20101110","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2010-00191","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/2%406x01!.PDF",""
"CIGNA HEALTH AND LIFE INSURANCE CO","Cigna","$26,000","$0","$26,000","2015","20150127","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2014-00220","","","Virginia","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/30rp01!.PDF",""
"Connecticut General Life Insurance Company","Cigna","$7,500","$0","$7,500","2013","20130501","consumer-protection-related offenses","insurance violation","","","state","agency action","Vermont Department of Financial Regulation","civil","","","","","","Vermont","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://dfr.vermont.gov/sites/finreg/files/regbul/dfr-order-docket-13-003-i-connecticut-general.pdf",""
"Connecticut General Life Insurance Company","Cigna","$10,000","$0","$10,000","2017","20170731","consumer-protection-related offenses","insurance violation","","$10,000 fine levied for issuing policies other than those filed and approved by the Insurance Commissioner. RCW 48.18.100(1); RCW 48.18.100(5).","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Connecticut General Life Insurance Company et al.","Cigna","$1,675,000","$0","$1,675,000","2013","20130513","consumer-protection-related offenses","insurance violation","","Connecticut General Life and affiliated companies agreed to pay $1.675 million to settle multistate litigation concerning the companies' handling of disability insurance claims.","state","agency action","Multistate Financial  Regulators Case","civil","","","","","","","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BFA137A1-F04A-4B95-B561-EFAE67FBAF97}",""
"Cigna Dental Health of Texas, Inc.","Cigna","$100,000","$0","$100,000","2020","20200730","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20206411.pdf",""
"Cigna HealthCare of California, Inc.","Cigna","$7,000","$0","$7,000","2020","20201123","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"Cigna HealthCare of California, Inc.","Cigna","$80,000","$0","$80,000","2020","20200917","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"Cigna Behavioral Health of California, Inc.","Cigna","$60,000","$0","$60,000","2020","20200306","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"Cigna Behavioral Health of California, Inc.","Cigna","$15,000","$0","$15,000","2020","20200306","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"Cigna Health and Life Insurance Company","Cigna","$50,000","$0","$50,000","2020","20200928","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20206485.pdf",""
"Connecticut General Life Insurance Company","Cigna","$22,985","$0","$22,985","2009","20090626","environment-related offenses","environmental violation","","","state","agency action","Connecticut Department of Energy & Environmental Protection","civil","","","","","","Connecticut","Bloomfield","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.depdata.ct.gov/enforcement/createrpt.asp?Programopt=Air&Townopt=Andover&select=all&B1=Submit","Captured from summaries produced by DEP; may not include full details of penalties."
"Cigna Health and Life Insurance Co.","Cigna","$25,000","$0","$25,000","2021","20210108","consumer-protection-related offenses","insurance violation","","","state","agency action","Minnesota Department of Commerce","civil","","","","","","Minnesota","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ABBB27DB-023E-4A00-8D06-D8ECD61C370F}",""
"Express Scripts, Inc.","Cigna","$110,000","$0","$110,000","2020","20201216","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","Pennsylvania","Warrendale","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.dol.gov/sites/dolgov/files/OFCCP/foia/files/2020-12-16_ExpressScripts_ERCA_R00208397_MA_Redacted.pdf",""
"Life Insurance Company of North America","Cigna","$650,000","$0","$650,000","2020","20201130","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","Texas","Plano","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.dol.gov/sites/dolgov/files/OFCCP/foia/files/2020-11-30LINA-CA-SW_Redacted.pdf",""
"Cigna HealthCare of California, Inc.","Cigna","$11,500","$0","$11,500","2021","20210225","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"Cigna HealthCare of California, Inc.","Cigna","$10,000","$0","$10,000","2021","20210304","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"Cigna Health and Life Insurance Co.","Cigna","$382,000","$0","$382,000","2021","20210719","consumer-protection-related offenses","insurance violation","","","state","agency action","Delaware Department of Insurance","civil","","","","","","Delaware","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://insurance.delaware.gov/wp-content/uploads/sites/15/2021/07/202109StipulationandConsenOrderCinga.pdf",""
"Express Scripts Administrators, Inc.","Cigna","$8,000","$0","$8,000","2021","20210415","consumer-protection-related offenses","insurance violation","","","state","agency action","Maryland Insurance Administration","civil","","","MIA-2021-04-015","","","Maryland","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx",""
"Express Scripts, Inc.","Cigna","$8,000","$0","$8,000","2021","20210415","consumer-protection-related offenses","insurance violation","","","state","agency action","Maryland Insurance Administration","civil","","","MIA-2021-04-015","","","Maryland","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx",""
"CIGNA Health and Life Insurance Company","Cigna","$20,400","$0","$20,400","2021","20211018","consumer-protection-related offenses","insurance violation","","","state","agency action","Maryland Insurance Administration","civil","","","","","","Maryland","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx",""
"Connecticut General Life Insurance Company","Cigna","$54,220","$0","$54,220","2020","20200902","consumer-protection-related offenses","insurance violation","","","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.dfs.ny.gov/system/files/documents/2021/12/da20211230.pdf",""
"CIGNA","Cigna","$126,988","$0","$126,988","2022","20220225","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","https://www.cms.gov/medicarecompliance-and-auditspart-c-and-part-d-compliance-and-auditspartcandpartdenforcementactions/cignacmp02252022",""
"Cigna Healthcare of California","Cigna","$15,390","$0","$15,390","2010","20100205","environment-related offenses","environmental violation","","air pollution","local","agency action","South Coast (CA) Air Quality Management District ","civil","","","","","","California","","","","","","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","http://www3.aqmd.gov/hb/2010/May/100516a.htm",""
"EXPRESS SCRIPTS PHARMACY, INC.","Cigna","$7,000","$0","$7,000","2015","20150826","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","New Jersey","BURLINGTON","2040 ROUTE 130 NORTH","08016","446110","446110: Pharmacies and Drug Stores","USA","Connecticut","publicly traded","CI","healthcare services","insurance; managed care","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
